848
	0
PRTF Adjx|ablt|femn|impf|pres|pssv|sing|tran	4133
PRTF Adjx|ablt|impf|neut|pres|pssv|sing|tran	4140
PRTF Adjx|ablt|impf|plur|pres|pssv|tran	4147
PRTF Adjx|impf|loct|masc|pres|pssv|sing|tran	4128
PRTF Adjx|femn|impf|loct|pres|pssv|sing|tran	4135
PRTF Adjx|impf|loct|neut|pres|pssv|sing|tran	4141
PRTF Adjx|impf|loct|plur|pres|pssv|tran	4148
PRTF Adjx|V-oy|ablt|femn|impf|pres|pssv|sing|tran	4134
PRTF Adjx|masc|nomn|past|perf|pssv|sing|tran	4149
PRTF Adjx|femn|nomn|past|perf|pssv|sing|tran	4156
PRTF Adjx|neut|nomn|past|perf|pssv|sing|tran	4163
PRTF Adjx|nomn|past|perf|plur|pssv|tran	4169
PRTF Adjx|gent|masc|past|perf|pssv|sing|tran	4150
PRTF Adjx|femn|gent|past|perf|pssv|sing|tran	4157
PRTF Adjx|gent|neut|past|perf|pssv|sing|tran	4164
PRTF Adjx|gent|past|perf|plur|pssv|tran	4170
PRTF Adjx|datv|masc|past|perf|pssv|sing|tran	4151
PRTF Adjx|datv|femn|past|perf|pssv|sing|tran	4158
PRTF Adjx|datv|neut|past|perf|pssv|sing|tran	4165
PRTF Adjx|datv|past|perf|plur|pssv|tran	4171
PRTF Adjx|accs|anim|masc|past|perf|pssv|sing|tran	4152
PRTF Adjx|accs|inan|masc|past|perf|pssv|sing|tran	4153
PRTF Adjx|accs|femn|past|perf|pssv|sing|tran	4159
PRTF Adjx|accs|neut|past|perf|pssv|sing|tran	4166
PRTF Adjx|accs|anim|past|perf|plur|pssv|tran	4172
PRTF Adjx|accs|inan|past|perf|plur|pssv|tran	4173
PRTF Adjx|ablt|masc|past|perf|pssv|sing|tran	4154
PRTF Adjx|ablt|femn|past|perf|pssv|sing|tran	4160
PRTF Adjx|ablt|neut|past|perf|pssv|sing|tran	4167
PRTF Adjx|ablt|past|perf|plur|pssv|tran	4174
PRTF Adjx|loct|masc|past|perf|pssv|sing|tran	4155
PRTF Adjx|femn|loct|past|perf|pssv|sing|tran	4162
PRTF Adjx|loct|neut|past|perf|pssv|sing|tran	4168
PRTF Adjx|loct|past|perf|plur|pssv|tran	4175
PRTF Adjx|Subx|masc|nomn|past|perf|pssv|sing|tran	4230
PRTF Adjx|Subx|femn|nomn|past|perf|pssv|sing|tran	4237
PRTF Adjx|Subx|neut|nomn|past|perf|pssv|sing|tran	4244
PRTF Adjx|Subx|nomn|past|perf|plur|pssv|tran	4250
PRTF Adjx|Subx|gent|masc|past|perf|pssv|sing|tran	4231
PRTF Adjx|Subx|femn|gent|past|perf|pssv|sing|tran	4238
PRTF Adjx|Subx|gent|neut|past|perf|pssv|sing|tran	4245
PRTF Adjx|Subx|gent|past|perf|plur|pssv|tran	4251
PRTF Adjx|Subx|datv|masc|past|perf|pssv|sing|tran	4232
PRTF Adjx|Subx|datv|femn|past|perf|pssv|sing|tran	4239
PRTF Adjx|Subx|datv|neut|past|perf|pssv|sing|tran	4246
PRTF Adjx|Subx|datv|past|perf|plur|pssv|tran	4252
PRTF Adjx|Subx|accs|anim|masc|past|perf|pssv|sing|tran	4233
PRTF Adjx|Subx|accs|inan|masc|past|perf|pssv|sing|tran	4234
PRTF Adjx|Subx|accs|femn|past|perf|pssv|sing|tran	4240
PRTF Adjx|Subx|accs|neut|past|perf|pssv|sing|tran	4247
PRTF Adjx|Subx|accs|anim|past|perf|plur|pssv|tran	4253
PRTF Adjx|Subx|accs|inan|past|perf|plur|pssv|tran	4254
PRTF Adjx|Subx|ablt|masc|past|perf|pssv|sing|tran	4235
PRTF Adjx|Subx|ablt|femn|past|perf|pssv|sing|tran	4241
PRTF Adjx|Subx|ablt|neut|past|perf|pssv|sing|tran	4248
PRTF Adjx|Subx|ablt|past|perf|plur|pssv|tran	4255
PRTF Adjx|Subx|loct|masc|past|perf|pssv|sing|tran	4236
PRTF Adjx|Subx|femn|loct|past|perf|pssv|sing|tran	4243
PRTF Adjx|Subx|loct|neut|past|perf|pssv|sing|tran	4249
PRTF Adjx|Subx|loct|past|perf|plur|pssv|tran	4256
PRTF Adjx|V-oy|ablt|femn|past|perf|pssv|sing|tran	4161
PRTF Adjx|Subx|V-oy|ablt|femn|past|perf|pssv|sing|tran	4242
PRTF Adjx|impf|masc|nomn|past|pssv|sing|tran	4203
PRTF Adjx|femn|impf|nomn|past|pssv|sing|tran	4210
PRTF Adjx|impf|neut|nomn|past|pssv|sing|tran	4217
PRTF Adjx|impf|nomn|past|plur|pssv|tran	4223
PRTF Adjx|gent|impf|masc|past|pssv|sing|tran	4204
PRTF Adjx|femn|gent|impf|past|pssv|sing|tran	4211
PRTF Adjx|gent|impf|neut|past|pssv|sing|tran	4218
PRTF Adjx|gent|impf|past|plur|pssv|tran	4224
PRTF Adjx|datv|impf|masc|past|pssv|sing|tran	4205
PRTF Adjx|datv|femn|impf|past|pssv|sing|tran	4212
PRTF Adjx|datv|impf|neut|past|pssv|sing|tran	4219
PRTF Adjx|datv|impf|past|plur|pssv|tran	4225
PRTF Adjx|accs|anim|impf|masc|past|pssv|sing|tran	4206
PRTF Adjx|accs|impf|inan|masc|past|pssv|sing|tran	4207
PRTF Adjx|accs|femn|impf|past|pssv|sing|tran	4213
PRTF Adjx|accs|impf|neut|past|pssv|sing|tran	4220
PRTF Adjx|accs|anim|impf|past|plur|pssv|tran	4226
PRTF Adjx|accs|impf|inan|past|plur|pssv|tran	4227
PRTF Adjx|ablt|impf|masc|past|pssv|sing|tran	4208
PRTF Adjx|ablt|femn|impf|past|pssv|sing|tran	4214
PRTF Adjx|ablt|impf|neut|past|pssv|sing|tran	4221
PRTF Adjx|ablt|impf|past|plur|pssv|tran	4228
PRTF Adjx|impf|loct|masc|past|pssv|sing|tran	4209
PRTF Adjx|femn|impf|loct|past|pssv|sing|tran	4216
PRTF Adjx|impf|loct|neut|past|pssv|sing|tran	4222
PRTF Adjx|impf|loct|past|plur|pssv|tran	4229
PRTF Adjx|V-oy|ablt|femn|impf|past|pssv|sing|tran	4215
PRTF Adjx|Infr|masc|nomn|past|perf|pssv|sing|tran	4176
PRTF Adjx|Infr|femn|nomn|past|perf|pssv|sing|tran	4183
PRTF Adjx|Infr|neut|nomn|past|perf|pssv|sing|tran	4190
PRTF Adjx|Infr|nomn|past|perf|plur|pssv|tran	4196
PRTF Adjx|Infr|gent|masc|past|perf|pssv|sing|tran	4177
PRTF Adjx|Infr|femn|gent|past|perf|pssv|sing|tran	4184
PRTF Adjx|Infr|gent|neut|past|perf|pssv|sing|tran	4191
PRTF Adjx|Infr|gent|past|perf|plur|pssv|tran	4197
PRTF Adjx|Infr|datv|masc|past|perf|pssv|sing|tran	4178
PRTF Adjx|Infr|datv|femn|past|perf|pssv|sing|tran	4185
PRTF Adjx|Infr|datv|neut|past|perf|pssv|sing|tran	4192
PRTF Adjx|Infr|datv|past|perf|plur|pssv|tran	4198
PRTF Adjx|Infr|accs|anim|masc|past|perf|pssv|sing|tran	4179
PRTF Adjx|Infr|accs|inan|masc|past|perf|pssv|sing|tran	4180
PRTF Adjx|Infr|accs|femn|past|perf|pssv|sing|tran	4186
PRTF Adjx|Infr|accs|neut|past|perf|pssv|sing|tran	4193
PRTF Adjx|Infr|accs|anim|past|perf|plur|pssv|tran	4199
PRTF Adjx|Infr|accs|inan|past|perf|plur|pssv|tran	4200
PRTF Adjx|Infr|ablt|masc|past|perf|pssv|sing|tran	4181
PRTF Adjx|Infr|ablt|femn|past|perf|pssv|sing|tran	4187
PRTF Adjx|Infr|ablt|neut|past|perf|pssv|sing|tran	4194
PRTF Adjx|Infr|ablt|past|perf|plur|pssv|tran	4201
PRTF Adjx|Infr|loct|masc|past|perf|pssv|sing|tran	4182
PRTF Adjx|Infr|femn|loct|past|perf|pssv|sing|tran	4189
PRTF Adjx|Infr|loct|neut|past|perf|pssv|sing|tran	4195
PRTF Adjx|Infr|loct|past|perf|plur|pssv|tran	4202
PRTF Adjx|Infr|V-oy|ablt|femn|past|perf|pssv|sing|tran	4188
PRTS impf|masc|pres|pssv|sing	2830
PRTS femn|impf|pres|pssv|sing	2831
PRTS impf|neut|pres|pssv|sing	2832
PRTS impf|plur|pres|pssv	2833
PRTS masc|past|perf|pssv|sing	3002
PRTS femn|past|perf|pssv|sing	3004
PRTS neut|past|perf|pssv|sing	3006
PRTS past|perf|plur|pssv	3008
PRTS impf|masc|past|pssv|sing	2834
PRTS femn|impf|past|pssv|sing	2835
PRTS impf|neut|past|pssv|sing	2836
PRTS impf|past|plur|pssv	2837
PRTS Infr|impf|masc|pres|pssv|sing	2866
PRTS Infr|femn|impf|pres|pssv|sing	3070
PRTS Infr|impf|neut|pres|pssv|sing	3071
PRTS Infr|impf|plur|pres|pssv	3072
PRTS Infr|masc|past|perf|pssv|sing	3003
PRTS Infr|femn|past|perf|pssv|sing	3005
PRTS Infr|neut|past|perf|pssv|sing	3007
PRTS Infr|past|perf|plur|pssv	3009
PRTS Infr|impf|masc|past|pssv|sing	2838
PRTS Infr|femn|impf|past|pssv|sing	3448
PRTS Infr|impf|neut|past|pssv|sing	3449
PRTS Infr|impf|past|plur|pssv	3450
PRTS Slng|impf|masc|pres|pssv|sing	3531
PRTS Slng|femn|impf|pres|pssv|sing	3532
PRTS Slng|impf|neut|pres|pssv|sing	3533
PRTS Slng|impf|plur|pres|pssv	3534
PRTS Slng|masc|past|perf|pssv|sing	3589
PRTS Slng|femn|past|perf|pssv|sing	3590
PRTS Slng|neut|past|perf|pssv|sing	3591
PRTS Slng|past|perf|plur|pssv	3592
PRTS Arch|impf|masc|pres|pssv|sing	3755
PRTS Arch|femn|impf|pres|pssv|sing	3756
PRTS Arch|impf|neut|pres|pssv|sing	3757
PRTS Arch|impf|plur|pres|pssv	3758
PRTS Arch|masc|past|perf|pssv|sing	3817
PRTS Arch|femn|past|perf|pssv|sing	3818
PRTS Arch|neut|past|perf|pssv|sing	3819
PRTS Arch|past|perf|plur|pssv	3820
PRTS Arch|impf|masc|past|pssv|sing	3759
PRTS Arch|femn|impf|past|pssv|sing	3760
PRTS Arch|impf|neut|past|pssv|sing	3761
PRTS Arch|impf|past|plur|pssv	3762
PRTS Erro|masc|past|perf|pssv|sing	3064
PRTS Erro|femn|past|perf|pssv|sing	3065
PRTS Erro|neut|past|perf|pssv|sing	3066
PRTS Erro|past|perf|plur|pssv	3067
PRTS Arch|Erro|masc|past|perf|pssv|sing	3821
PRTS Arch|Erro|femn|past|perf|pssv|sing	3822
PRTS Arch|Erro|neut|past|perf|pssv|sing	3823
PRTS Arch|Erro|past|perf|plur|pssv	3824
PRTS Dist|femn|past|perf|pssv|sing	3068
GRND impf|pres|tran	2511
GRND impf|intr|pres	2592
GRND past|perf|tran	2485
GRND impf|past|tran	2512
GRND intr|past|perf	2586
GRND impf|intr|past	2608
GRND Infr|impf|pres|tran	2549
GRND Infr|impf|intr|pres	2634
GRND Infr|past|perf|tran	2542
GRND Infr|impf|past|tran	2672
GRND Infr|intr|past|perf	2617
GRND Infr|impf|intr|past	2675
GRND Slng|impf|pres|tran	2707
GRND Slng|impf|intr|pres	2740
GRND Slng|past|perf|tran	2691
GRND Slng|impf|past|tran	2708
GRND Slng|intr|past|perf	2725
GRND Slng|impf|intr|past	2741
GRND Arch|impf|pres|tran	2765
GRND Arch|impf|intr|pres	2792
GRND Arch|past|perf|tran	2756
GRND Arch|impf|past|tran	2766
GRND Arch|intr|past|perf	2615
GRND Arch|impf|intr|past	2794
GRND Dist|impf|intr|pres	2650
GRND Fimp|past|perf|tran	2487
GRND Fimp|intr|past|perf	2594
GRND Fimp|Infr|past|perf|tran	2666
GRND Fimp|Slng|past|perf|tran	2693
GRND V-sh|past|perf|tran	2486
GRND V-sh|impf|past|tran	2513
GRND V-sh|intr|past|perf	2577
GRND V-sh|impf|intr|past	2593
GRND Infr|V-sh|past|perf|tran	2520
GRND Infr|V-sh|impf|past|tran	2673
GRND Infr|V-sh|intr|past|perf	2601
GRND Infr|V-sh|impf|intr|past	2657
GRND Slng|V-sh|past|perf|tran	2692
GRND Slng|V-sh|impf|past|tran	2709
GRND Slng|V-sh|intr|past|perf	2726
GRND Slng|V-sh|impf|intr|past	2742
GRND Arch|V-sh|past|perf|tran	2757
GRND Arch|V-sh|impf|past|tran	2767
GRND Arch|V-sh|intr|past|perf	2779
GRND Arch|V-sh|impf|intr|past	2793
NUMR nomn	4257
NUMR masc|nomn	4272
NUMR femn|nomn	4279
NUMR neut|nomn	4286
NUMR gent	4258
NUMR gent|masc	4273
NUMR femn|gent	4280
NUMR gent|neut	4287
NUMR datv	4259
NUMR datv|masc	4274
NUMR datv|femn	4281
NUMR datv|neut	4288
NUMR accs	4260
NUMR accs|anim	4264
NUMR accs|inan	4263
NUMR accs|masc	4460
NUMR accs|anim|masc	4276
NUMR accs|inan|masc	4275
NUMR accs|femn	4461
NUMR accs|anim|femn	4283
NUMR accs|femn|inan	4282
NUMR accs|neut	4293
NUMR accs|inan|neut	4289
NUMR ablt	4261
NUMR ablt|masc	4277
NUMR ablt|femn	4284
NUMR ablt|neut	4290
NUMR loct	4262
NUMR loct|masc	4278
NUMR femn|loct	4285
NUMR loct|neut	4291
NUMR Infr|gent	4267
NUMR Infr|gent|masc	4292
NUMR Infr|datv	4266
NUMR Infr|accs|anim	4268
NUMR Infr|ablt	4265
NUMR Arch|nomn	4445
NUMR Arch|gent	4446
NUMR Arch|datv	4447
NUMR Arch|accs	4448
NUMR Arch|ablt	4449
NUMR Arch|loct	4451
NUMR Arch|Infr|ablt	4450
NUMR Dist|gent	4269
NUMR Dist|datv	4270
NUMR Dist|loct	4271
NUMR Coll|nomn	4294
NUMR Coll|gent	4295
NUMR Coll|datv	4296
NUMR Coll|accs|anim	4298
NUMR Coll|accs|inan	4297
NUMR Coll|ablt	4299
NUMR Coll|loct	4300
ADVB _	4301
ADVB Abbr	4303
ADVB Infr	4304
ADVB Arch	4305
ADVB Dist	4302
ADVB Ques	4306
ADVB Abbr|Ques	4307
ADVB Dmns	4308
ADVB Abbr|Dmns	4309
ADVB Prdx	4310
ADVB Prdx|Ques	4311
NPRO nomn|sing	4312
NPRO masc|nomn|sing	4318
NPRO femn|nomn|sing	4326
NPRO neut|nomn|sing	4333
NPRO nomn|plur	4342
NPRO gent|sing	4313
NPRO gent|masc|sing	4319
NPRO femn|gent|sing	4327
NPRO gent|neut|sing	4335
NPRO gent|plur	4343
NPRO datv|sing	4314
NPRO datv|masc|sing	4320
NPRO datv|femn|sing	4328
NPRO datv|neut|sing	4336
NPRO datv|plur	4344
NPRO accs|sing	4315
NPRO accs|masc|sing	4325
NPRO accs|anim|masc|sing	4322
NPRO accs|inan|masc|sing	4321
NPRO accs|femn|sing	4329
NPRO accs|neut|sing	4334
NPRO accs|plur	4345
NPRO accs|anim|plur	4349
NPRO accs|inan|plur	4348
NPRO ablt|sing	4317
NPRO ablt|masc|sing	4323
NPRO ablt|femn|sing	4330
NPRO ablt|neut|sing	4337
NPRO ablt|plur	4346
NPRO loct|sing	4316
NPRO loct|masc|sing	4324
NPRO femn|loct|sing	4331
NPRO loct|neut|sing	4338
NPRO loct|plur	4347
NPRO V-oy|ablt|femn|sing	4332
NPRO 1per|nomn|sing	4350
NPRO 1per|nomn|plur	4357
NPRO 1per|gent|sing	4351
NPRO 1per|gent|plur	4358
NPRO 1per|datv|sing	4352
NPRO 1per|datv|plur	4359
NPRO 1per|accs|sing	4353
NPRO 1per|accs|plur	4360
NPRO 1per|ablt|sing	4354
NPRO 1per|ablt|plur	4361
NPRO 1per|loct|sing	4356
NPRO 1per|loct|plur	4362
NPRO 1per|V-oy|ablt|sing	4355
NPRO 2per|nomn|sing	4363
NPRO 2per|nomn|plur	4372
NPRO 2per|gent|sing	4364
NPRO 2per|gent|plur	4373
NPRO 2per|datv|sing	4365
NPRO 2per|datv|plur	4374
NPRO 2per|accs|sing	4366
NPRO 2per|accs|plur	4375
NPRO 2per|ablt|sing	4367
NPRO 2per|ablt|plur	4376
NPRO 2per|loct|sing	4369
NPRO 2per|loct|plur	4377
NPRO 2per|V-oy|ablt|sing	4368
NPRO Infr|neut|nomn|sing	4341
NPRO Infr|accs|neut|sing	4340
NPRO Slng|neut|nomn|sing	4339
NPRO 2per|Arch|datv|sing	4370
NPRO 2per|Arch|loct|sing	4371
NPRO Anph|gent|sing	4462
NPRO Anph|datv|sing	4463
NPRO Anph|accs|sing	4464
NPRO Anph|ablt|sing	4465
NPRO Anph|loct|sing	4467
NPRO Anph|V-oy|ablt|sing	4466
NPRO 3per|Anph|masc|nomn|sing	4378
NPRO 3per|Anph|femn|nomn|sing	4379
NPRO 3per|Anph|neut|nomn|sing	4412
NPRO 3per|Anph|nomn|plur	4393
NPRO 3per|Anph|gent|masc|sing	4403
NPRO 3per|Anph|femn|gent|sing	4380
NPRO 3per|Anph|gent|neut|sing	4413
NPRO 3per|Anph|gent|plur	4394
NPRO 3per|Anph|datv|masc|sing	4405
NPRO 3per|Anph|datv|femn|sing	4383
NPRO 3per|Anph|datv|neut|sing	4415
NPRO 3per|Anph|datv|plur	4396
NPRO 3per|Anph|accs|masc|sing	4407
NPRO 3per|Anph|accs|femn|sing	4385
NPRO 3per|Anph|accs|neut|sing	4417
NPRO 3per|Anph|accs|plur	4398
NPRO 3per|Anph|ablt|masc|sing	4409
NPRO 3per|Anph|ablt|femn|sing	4387
NPRO 3per|Anph|ablt|neut|sing	4419
NPRO 3per|Anph|ablt|plur	4400
NPRO 3per|Anph|V-ey|ablt|femn|sing	4388
NPRO 3per|Anph|Arch|femn|gent|sing	4392
NPRO 3per|Af-p|Anph|gent|masc|sing	4404
NPRO 3per|Af-p|Anph|femn|gent|sing	4381
NPRO 3per|Af-p|Anph|gent|neut|sing	4414
NPRO 3per|Af-p|Anph|gent|plur	4395
NPRO 3per|Af-p|Anph|datv|masc|sing	4406
NPRO 3per|Af-p|Anph|datv|femn|sing	4384
NPRO 3per|Af-p|Anph|datv|neut|sing	4416
NPRO 3per|Af-p|Anph|datv|plur	4397
NPRO 3per|Af-p|Anph|accs|masc|sing	4408
NPRO 3per|Af-p|Anph|accs|femn|sing	4386
NPRO 3per|Af-p|Anph|accs|neut|sing	4418
NPRO 3per|Af-p|Anph|accs|plur	4399
NPRO 3per|Af-p|Anph|ablt|masc|sing	4410
NPRO 3per|Af-p|Anph|ablt|femn|sing	4389
NPRO 3per|Af-p|Anph|ablt|neut|sing	4420
NPRO 3per|Af-p|Anph|ablt|plur	4401
NPRO 3per|Af-p|Anph|loct|masc|sing	4411
NPRO 3per|Af-p|Anph|femn|loct|sing	4391
NPRO 3per|Af-p|Anph|loct|neut|sing	4421
NPRO 3per|Af-p|Anph|loct|plur	4402
NPRO 3per|Af-p|Anph|V-ey|ablt|femn|sing	4390
NPRO 3per|Af-p|Anph|Infr|femn|gent|sing	4382
PRED pres	4422
PREP _	4423
PREP Abbr	4426
PREP Infr	4427
PREP Vpre	4424
PREP Infr|Vpre	4425
CONJ _	4428
CONJ Abbr	4431
CONJ Infr	4429
CONJ Dist	4430
CONJ Dist|Infr	4471
CONJ Prnt	4432
CONJ Abbr|Prnt	4434
CONJ Infr|Prnt	4433
PRCL _	4435
PRCL Abbr	4436
PRCL Dist	4437
INTJ _	4438
INTJ Infr	4440
INTJ Slng	4441
INTJ Dist|Infr	4439
5849
	0
-ИВАНОВ	1147
-ИРОНЕЦ	32
-ИРОНЦЕВ	38
-КАМЧАТСКИЙ	1314
-НА-АМУРЕ	1319
А	1
А-ИВАНОВА	1148
А-ИРОНЦА	33
А-КАМЧАТСКОГО	1315
А-НА-АМУРЕ	1320
А-РЕКА	1327
АВ	2270
АВНИ	2238
АВНИВ	2239
АВНИВШИ	2240
АВНИЛ	2227
АВНИЛА	2228
АВНИЛИ	2230
АВНИЛО	2229
АВНИМ	2232
АВНИМТЕ	2237
АВНИТ	2235
АВНИТЕ	2234
АВНИТЬ	2226
АВНИШЬ	2233
АВНЮ	2231
АВНЯ	2241
АВНЯТ	2236
АВО	5711
АВШАЯ	4813
АВШЕГО	4809
АВШЕЕ	4817
АВШЕЙ	4814
АВШЕМ	4812
АВШЕМУ	4810
АВШЕЮ	4816
АВШИ	2271
АВШИЕ	4818
АВШИЙ	4808
АВШИМ	4811
АВШИМИ	4820
АВШИСЬ	3374
АВШИХ	4819
АВШУЮ	4815
АДЕМ	5760
АДЕТ	5763
АДЕТЕ	5762
АДЕШЬ	5761
АДИ	5772
АДИТЕ	5773
АДУ	5759
АДУТ	5764
АДЯ	5774
АЕМ	2258
АЕМА	4498
АЕМО	4499
АЕМСЯ	3360
АЕМТЕ	2266
АЕМТЕСЬ	3370
АЕМЫ	4500
АЕТ	2263
АЕТЕ	2261
АЕТЕСЬ	3364
АЕТСЯ	3366
АЕШЬ	2259
АЕШЬСЯ	3362
АЗЬ	4418
АЗЬТЕ	4419
АЙ	2267
АЙСЯ	3371
АЙТЕ	2268
АЙТЕСЬ	3372
АЙШАЯ	1569
АЙШЕГО	1565
АЙШЕЕ	1573
АЙШЕЙ	1570
АЙШЕМ	1568
АЙШЕМУ	1566
АЙШЕЮ	1572
АЙШИЕ	1574
АЙШИЙ	1564
АЙШИМ	1567
АЙШИМИ	1576
АЙШИХ	1575
АЙШУЮ	1571
АК	5708
АЛ	1694
АЛА	1695
АЛАСЬ	3355
АЛЕЕ	5699
АЛЕЙ	5709
АЛЕЙШАЯ	1686
АЛЕЙШЕГО	1682
АЛЕЙШЕЕ	1690
АЛЕЙШЕЙ	1687
АЛЕЙШЕМ	1685
АЛЕЙШЕМУ	1683
АЛЕЙШЕЮ	1689
АЛЕЙШИЕ	1691
АЛЕЙШИЙ	1681
АЛЕЙШИМ	1684
АЛЕЙШИМИ	1693
АЛЕЙШИХ	1692
АЛЕЙШУЮ	1688
АЛЕНЬКАЯ	1673
АЛЕНЬКИЕ	1678
АЛЕНЬКИЙ	1668
АЛЕНЬКИМ	1671
АЛЕНЬКИМИ	1680
АЛЕНЬКИХ	1679
АЛЕНЬКОГО	1669
АЛЕНЬКОЕ	1677
АЛЕНЬКОЙ	1674
АЛЕНЬКОМ	1672
АЛЕНЬКОМУ	1670
АЛЕНЬКОЮ	1676
АЛЕНЬКУЮ	1675
АЛИ	2256
АЛИСЬ	3357
АЛО	1696
АЛОСЬ	3356
АЛСЯ	3354
АЛЫ	1697
АМ	6
АМ-ИРОНЦАМ	39
АМИ	7
АМИ-ИВАНОВЫМИ	1155
АМИ-ИРОНЦАМИ	40
АН	799
АНА	800
АНАМ	806
АНАМИ	807
АНАХ	808
АНЕ	803
АННАЯ	5501
АННОГО	5497
АННОЕ	5505
АННОЙ	5502
АННОМ	5500
АННОМУ	5498
АННОЮ	5504
АННУЮ	5503
АННЫЕ	5506
АННЫЙ	5496
АННЫМ	5499
АННЫМИ	5508
АННЫХ	5507
АНО	4501
АНОВ	805
АНОМ	802
АНУ	801
АНЫ	804
АС	5721
АСТЕМ	2247
АСТЕМСЯ	3345
АСТЕМТЕ	2252
АСТЕМТЕСЬ	3350
АСТЕТ	2250
АСТЕТЕ	2249
АСТЕТЕСЬ	3347
АСТЕТСЯ	3348
АСТЕШЬ	2248
АСТЕШЬСЯ	3346
АСТИ	2242
АСТИСЬ	3339
АСТИТЕ	2253
АСТИТЕСЬ	3351
АСТУ	2246
АСТУСЬ	3344
АСТУТ	2251
АСТУТСЯ	3349
АСТЬ	5758
АСЬ	3708
АТ	308
АТА	307
АТАМ	309
АТАМИ	310
АТАХ	311
АТАЯ	5360
АТКАМ	555
АТКАМИ	556
АТКАХ	557
АТКИ	553
АТО	4605
АТОГО	5352
АТОЕ	5368
АТОЙ	5362
АТОК	554
АТОМ	5358
АТОМУ	5354
АТОЮ	5366
АТСЯ	3406
АТУЮ	5364
АТЧАЙШАЯ	5798
АТЧАЙШЕГО	5794
АТЧАЙШЕЕ	5802
АТЧАЙШЕЙ	5799
АТЧАЙШЕМ	5797
АТЧАЙШЕМУ	5795
АТЧАЙШЕЮ	5801
АТЧАЙШИЕ	5803
АТЧАЙШИЙ	5793
АТЧАЙШИМ	5796
АТЧАЙШИМИ	5805
АТЧАЙШИХ	5804
АТЧАЙШУЮ	5800
АТЫ	4606
АТЫЕ	5370
АТЫЙ	5350
АТЫМ	5356
АТЫМИ	5374
АТЫХ	5372
АТЬ	2255
АТЬСЯ	3353
АХ	8
АХ-ИРОНЦАХ	41
АЩАЯ	4483
АЩЕГО	4479
АЩЕЕ	4487
АЩЕЙ	4484
АЩЕМ	4482
АЩЕМУ	4480
АЩЕЮ	4486
АЩИЕ	4488
АЩИЙ	4478
АЩИМ	4481
АЩИМИ	4490
АЩИХ	4489
АЩУЮ	4485
АЮ	2257
АЮСЬ	3358
АЮТ	2264
АЮТСЯ	3368
АЮЩАЯ	55
АЮЩАЯСЯ	80
АЮЩЕГО	47
АЮЩЕГОСЯ	72
АЮЩЕЕ	4496
АЮЩЕЕСЯ	4802
АЮЩЕЙ	57
АЮЩЕЙСЯ	82
АЮЩЕМ	53
АЮЩЕМСЯ	78
АЮЩЕМУ	49
АЮЩЕМУСЯ	74
АЮЩЕЮ	61
АЮЩЕЮСЯ	86
АЮЩИЕ	63
АЮЩИЕСЯ	88
АЮЩИЙ	45
АЮЩИЙСЯ	70
АЮЩИМ	51
АЮЩИМИ	67
АЮЩИМИСЯ	92
АЮЩИМСЯ	76
АЮЩИХ	65
АЮЩИХСЯ	90
АЮЩУЮ	59
АЮЩУЮСЯ	84
АЯ	438
АЯ-САХА	1333
АЯ-ТО	2211
АЯСЬ	4363
АЯСЯ	447
Б	3026
БЕЙ	2308
БЕЙСЯ	3419
БЕЙТЕ	2309
БЕЙТЕСЬ	3420
БЕМ	3031
БЕМСЯ	4174
БЕМТЕ	3036
БЕМТЕСЬ	4179
БЕНКА	5821
БЕНКЕ	5824
БЕНКОМ	5823
БЕНКУ	5822
БЕНОК	5820
БЕНОЧЕК	5826
БЕНОЧКА	5827
БЕНОЧКЕ	5830
БЕНОЧКОМ	5829
БЕНОЧКУ	5828
БЕРЕМ	2744
БЕРЕМСЯ	3891
БЕРЕМТЕ	2749
БЕРЕМТЕСЬ	3896
БЕРЕТ	2747
БЕРЕТЕ	2746
БЕРЕТЕСЬ	3893
БЕРЕТСЯ	3894
БЕРЕШЬ	2745
БЕРЕШЬСЯ	3892
БЕРИ	2750
БЕРИСЬ	3897
БЕРИТЕ	2751
БЕРИТЕСЬ	3898
БЕРУ	2743
БЕРУСЬ	3890
БЕРУТ	2748
БЕРУТСЯ	3895
БЕТ	3034
БЕТЕ	3033
БЕТЕСЬ	4176
БЕТСЯ	4177
БЕШЬ	3032
БЕШЬСЯ	4175
БИ	3037
БИВ	2310
БИВШИ	2311
БИВШИСЬ	3421
БИЛ	2297
БИЛА	2298
БИЛАСЬ	3409
БИЛИ	2300
БИЛИСЬ	3411
БИЛО	2299
БИЛОСЬ	3410
БИЛСЯ	3408
БИСЬ	4180
БИТЕ	3038
БИТЕСЬ	4181
БИТЬ	2296
БИТЬСЯ	3407
БЛА	3027
БЛАСЬ	4170
БЛИ	3029
БЛИСЬ	4172
БЛО	3028
БЛОСЬ	4171
БО	5722
БОЛЬШАЯ	1419
БОЛЬШИЕ	1423
БОЛЬШИМ	1417
БОЛЬШИМИ	1425
БОЛЬШИХ	1424
БОЛЬШОГО	1415
БОЛЬШОЕ	1422
БОЛЬШОЙ	1414
БОЛЬШОМ	1418
БОЛЬШОМУ	1416
БОЛЬШОЮ	1421
БОЛЬШУЮ	1420
БСЯ	4169
БУ	3030
БУДЕМ	4372
БУДЕТ	4375
БУДЕТЕ	4374
БУДЕШЬ	4373
БУДУ	4371
БУДУТ	4376
